testLocation,ppt,MeanLLM,MeanSLM,stdLLM,stdSLM,nSettings,LogAxisRatio,AxisRatioNormed,EllipseAngleUnnormed,timestart,CL,testSeason,age,birthLocation,birthNumber,birthSeason
0,067t,0.688773080041436,1.10793081950028,0.0101940412519032,0.241574668132616,49,0.28331859299555,1.92007676843373,91.3874061139337,08-Mar-2022 09:11:54,0.752275227522752,4,19.3333333333333,0,11,3
1,068o,0.690947495572375,1.14021753129783,0.00838092901042595,0.181567885049229,51,0.476254498456213,2.99401863057984,92.1145186858548,11-Dec-2021 13:03:27,0.754675467546755,3,24.8333333333333,0,2,4
0,068t,0.67933908224469,1.24894671959266,0.00728415609355981,0.129616841442537,27,0.617056140159375,4.14053194979385,92.8644524716032,08-Mar-2022 12:08:17,0.713571357135714,4,19.25,0,12,3
1,069o,0.694614416899452,1.24466497646137,0.00595504599468442,0.0977303247071471,82,0.323206310700603,2.10477807280637,92.2091761758182,13-Dec-2021 18:11:43,0.753575357535754,3,25.6666666666667,0,4,4
0,069t,0.685331552245577,1.21107436778258,0.00752701344508012,0.257155609203985,49,0.209682078422204,1.62062329953124,90.7526208043838,08-Mar-2022 15:19:17,0.732973297329733,4,25.4166666666667,0,10,2
1,070o,0.688122888415433,1.06870974894605,0.00679385118471564,0.115539121333143,45,0.492127743945885,3.10547290165369,92.7371525463797,10-Jan-2022 12:07:24,0.754575457545755,3,23,0,1,3
0,070t,0.690056173823068,1.22463801700483,0.0056178944650012,0.122140889995159,31,0.325821563083229,2.11749095106813,91.6758272699069,09-Mar-2022 09:10:16,0.743774377437744,4,19.3333333333333,1,11,3
1,071o,0.702047741340172,0.922493299186396,0.00514444028807155,0.0941299087411951,46,0.233875542836456,1.71346620363385,91.5433281348286,10-Jan-2022 15:15:15,0.805380538053805,3,20.4166666666667,0,8,2
0,071t,0.694514292142971,1.12489214934359,0.00436607692700971,0.101774323827485,42,0.340979991096038,2.1927039103214,91.6128166987017,09-Mar-2022 12:04:42,0.765476547654765,4,20.6666666666667,1,6,1
1,072o,0.694323604331351,1.10468887525832,0.0108010818805932,0.207084728905859,75,0.291181811559016,1.95515778505145,91.7516767375905,11-Jan-2022 10:22:07,0.766976697669767,3,30,1,1,3
0,072t,0.685701200576436,1.2057528460478,0.0116231188482809,0.267638990531831,19,0.380313479388265,2.40056505278772,91.7535025220981,09-Mar-2022 15:08:42,0.734473447344735,4,19.3333333333333,1,11,3
1,073o,0.69546639732738,1.09144678998353,0.00661278153064964,0.148241669667021,75,0.311098151099778,2.0469071880561,91.5724594828188,12-Jan-2022 09:09:46,0.771277127712771,3,22.5,0,7,1
0,073t,0.68112078683879,1.3891437897674,0.00834694492577737,0.239135278298096,39,0.0330240008213388,1.0790063507173,90.1519642199289,10-Mar-2022 12:38:00,0.704070407040704,4,20.9166666666667,1,3,4
1,074o,0.697974680878311,1.01437138568317,0.00685543330158819,0.167796156747599,42,0.428575026929725,2.68271802291804,91.7704099542269,12-Jan-2022 13:09:48,0.785578557855786,3,25.5,0,6,1
0,074t,0.682793558173528,1.15676486529349,0.00790296432256663,0.262902489048952,42,0.337377038788899,2.17458825861015,91.1214901312554,11-Mar-2022 12:07:16,0.731873187318732,4,19.5833333333333,1,8,2
1,075o,0.699477367212702,1.11641723930805,0.0068770333068069,0.245789369838065,110,0.390990707578013,2.46031496122817,91.1488067119286,12-Jan-2022 18:10:58,0.779177917791779,3,24,0,4,4
0,075t,0.689845987469066,1.28084688981253,0.00610880812174797,0.170497099361552,19,0.20890987048117,1.61774427090062,90.9186433923418,15-Mar-2022 12:03:38,0.737573757375738,4,24.6666666666667,1,7,1
1,076o,0.690545852835242,0.975010056066991,0.00775309732569834,0.133958930761603,40,0.402570470760535,2.52679768749997,92.4203443482904,13-Jan-2022 17:55:30,0.77027702770277,3,23.8333333333333,0,3,4
0,076t,0.696271216179159,1.00511108800583,0.00582738728148996,0.165621525241031,66,0.387026874544451,2.43796167702581,91.4358659908393,15-Mar-2022 15:11:33,0.782078207820782,4,21.9166666666667,1,4,4
1,077o,0.698453253246701,1.01428094453985,0.0064854370095239,0.140096776403955,31,0.46870781870514,2.94244137470811,92.1038337589285,14-Jan-2022 13:17:52,0.786778677867787,3,23,0,12,3
0,077t,0.685934464911201,1.3123595282092,0.00775726893672919,0.216248530588955,46,0.246084456883593,1.76231872973495,91.0550114613409,17-Mar-2022 09:34:22,0.724272427242724,4,19.4166666666667,1,10,2
1,078o,0.700870723832588,1.10383982534342,0.00536918111001668,0.118861447561212,21,0.628180109684413,4.24795697789718,92.3160372134986,16-Jan-2022 17:11:44,0.784078407840784,3,20,0,7,1
0,078t,0.690179302323343,1.47635599532192,0.0047719309850878,0.2348855820194,27,0.00957434127527665,1.02229053836578,90.0256681069876,17-Mar-2022 15:05:14,0.718771877187719,4,21.25,0,12,3
1,079o,0.692761366610959,1.06441538975119,0.00721878567027545,0.122515162204618,56,0.423649020858862,2.65246108435755,92.5378758731968,17-Jan-2022 11:24:56,0.766976697669767,3,21,0,5,1
0,079t,0.685559252632827,1.11062072814467,0.00738564259426203,0.24379979622253,55,0.282413916526482,1.91608122996566,90.9930975241126,18-Mar-2022 09:37:34,0.743674367436744,4,20.9166666666667,0,3,4
1,080o,0.689224304478806,1.13699517004744,0.00830461945466095,0.19685600054546,39,0.577643463805636,3.78132027906879,92.1010720867315,19-Jan-2022 10:02:53,0.75047504750475,3,24,0,1,3
0,080t,0.691719842412562,0.980842797555955,0.0049293535352813,0.0952283098310183,93,0.232233884595942,1.70700142866812,91.4529254969514,18-Mar-2022 12:04:58,0.772677267726773,4,23.1666666666667,0,12,3
1,081o,0.701548116811005,1.06483820386803,0.00903404464837785,0.199732315108539,73,0.344444258429257,2.21026455127921,91.7123128014676,23-Jan-2022 16:25:42,0.78977897789779,3,29,0,9,2
0,081t,0.687163824154752,1.15938965127188,0.00799381504005344,0.327134651200442,68,0.241669226503925,1.74449298143469,90.7078035144979,24-Mar-2022 10:14:30,0.742874287428743,4,21.8333333333333,1,5,1
1,082o,0.694086204352051,1.04099429511894,0.0123671656588088,0.218814779586087,13,0.486578119033791,3.06604213637251,92.6166620823234,07-Mar-2022 16:07:56,0.772777277727773,4,20.0833333333333,0,2,4
0,082t,0.689623637002134,1.17808053132098,0.0079320183740134,0.223903566063208,30,0.0992574366096424,1.25677472091228,90.4565221017113,28-Mar-2022 13:39:47,0.747374737473747,4,19.6666666666667,0,6,1
1,083o,0.702743709380081,1.09243624889248,0.00727409364426709,0.165891958011537,46,0.300057537112423,1.9955266730069,91.5053010857513,08-Mar-2022 13:07:24,0.79007900790079,4,24.5833333333333,1,8,2
0,083t,0.693816052005961,1.17065399989335,0.00834353794799403,0.263770041043471,33,0.0303837784562398,1.07246660664737,90.1267152998841,29-Mar-2022 09:13:56,0.758975897589759,4,21.75,1,6,1
1,084o,0.70392966685931,0.901202598792644,0.00401376077645939,0.0964259815266181,19,0.483287100990462,3.04289594171443,91.9204658452143,08-Mar-2022 16:04:48,0.812381238123812,4,23,0,3,4
0,084t,0.689204215332635,1.13438474598901,0.0143957670733032,0.20114218913377,20,0.117808242944576,1.31162064218572,91.0909196750031,29-Mar-2022 12:06:57,0.750675067506751,4,21.9166666666667,1,4,4
1,085o,0.696003812563246,0.98898557278523,0.00934116802843869,0.152142179330151,63,0.282443557289645,1.91621200769933,92.0161417318052,09-Mar-2022 09:12:45,0.782978297829783,4,31.0833333333333,0,1,3
0,085t,0.689103878100851,1.02415957247075,0.00504721432480615,0.125896141101164,29,-0.0576203292322371,0.875749041720705,89.6965425127984,30-Mar-2022 13:03:09,0.761576157615762,4,20.4166666666667,0,10,2
1,086o,0.696235746386069,1.17512284809432,0.00512001572057603,0.149083315734382,37,0.350935460027197,2.24354848800558,91.3160877263945,09-Mar-2022 12:09:37,0.764876487648765,4,22,0,2,4
0,086t,0.694437818420952,1.32282996309952,0.0116437828915028,0.270969047476751,35,0.398144337962098,2.50117649068263,91.784403195644,31-Mar-2022 09:47:30,0.745274527452745,4,21.25,0,12,3
1,087o,0.696596106693517,1.03039283894848,0.00636999175158476,0.111529594412066,97,0.245303752692003,1.75915356467412,91.6775881971863,10-Mar-2022 11:07:00,0.78037803780378,4,24.25,0,12,3
0,087t,0.689063656530604,1.44193574059654,0.00388507381058119,0.182224159308041,26,0.362062260596925,2.3017717765003,90.8337952696913,31-Mar-2022 15:02:48,0.719271927192719,4,24.8333333333333,0,5,1
1,088o,0.694152156096335,1.20606943435796,0.00660541326347264,0.157822102359756,83,0.313731949043897,2.05935846401768,91.4841920963457,11-Mar-2022 12:12:57,0.756275627562756,4,27,0,2,4
0,088t,0.697011311334849,0.991702155580876,0.00837042479818556,0.246667393831018,31,0.350000666389209,2.23872457370467,91.2980736095129,04-Apr-2022 13:35:20,0.785378537853785,4,21.9166666666667,0,4,4
1,089o,0.699958821803012,1.02241939562786,0.00719982208920368,0.144639616476707,18,0.304445185039749,2.01578952949372,91.7277046016379,14-Mar-2022 18:09:00,0.78987898789879,4,22.4166666666667,1,10,2
0,089t,0.692969518591343,1.23833087855786,0.00758478742234156,0.200330589147125,25,0.435918860402741,2.72846797325729,91.65605033152,05-Apr-2022 09:12:16,0.74997499749975,4,28.6666666666667,1,8,2
1,090o,0.694680603008269,1.10064913006522,0.00951850510960529,0.201452881587887,63,0.528687007302751,3.37821283249151,92.2712858812903,15-Mar-2022 12:14:11,0.768276827682768,4,21.1666666666667,0,12,3
0,090t,0.68150427357311,1.18450248211733,0.00990311155937552,0.229035298175619,61,0.322028408080972,2.09907718401958,91.5622419009271,05-Apr-2022 12:07:30,0.725672567256726,4,19.6666666666667,0,8,2
1,091o,0.697224287991386,1.11675172328742,0.00845560772686622,0.158528973431389,114,0.338319276157496,2.17931132723138,91.9954100221828,15-Mar-2022 17:06:25,0.773277327732773,4,21,0,3,4
0,091t,0.682830481953105,1.29063697395095,0.00692525356060187,0.204915525055511,33,0.358491441480104,2.28292393529236,91.3134805140457,05-Apr-2022 15:13:18,0.718371837183718,4,28.6666666666667,1,7,1
1,092o,0.699586928857603,0.856244152175117,0.00475143170568641,0.0735277742662372,45,0.277891888247766,1.89623382062436,92.0962351935406,17-Mar-2022 11:30:27,0.805680568056806,4,31.6666666666667,0,8,2
0,092t,0.694951703102758,1.12580899971123,0.00736719211952653,0.170406884335264,23,0.467135500108537,2.93180782816402,91.9613693933946,06-Apr-2022 09:12:11,0.766476647664767,4,20.9166666666667,1,5,1
1,093o,0.688663234858808,1.02911158178732,0.00638956007694441,0.13088340675413,17,0.364873370258237,2.31671905237085,91.9202085087066,25-Mar-2022 12:17:09,0.75997599759976,4,27.25,0,12,3
0,093t,0.694249324995584,1.18923326314864,0.00697251765967295,0.193432507329766,33,0.0470108213799893,1.11432229897973,90.2229772644911,07-Apr-2022 10:24:21,0.758275827582758,4,22.1666666666667,1,2,4
1,094o,0.699058010077367,1.1706369325906,0.00362685551098356,0.0717251998276456,18,0.303031590617678,2.00923895950668,91.7491539333138,27-Mar-2022 14:05:35,0.772577257725773,4,22.75,1,7,1
0,094t,0.692522246959737,1.15333737019142,0.00942170622633333,0.278522502588876,52,0.418704030466762,2.6224307607275,91.4464964945534,07-Apr-2022 15:05:06,0.757375737573757,4,25.1666666666667,1,2,4
1,095o,0.694443624762894,1.19297033664479,0.00761635681029719,0.199348658519599,42,0.46717856280928,2.93209854754425,91.733283732512,28-Mar-2022 11:22:59,0.758375837583758,4,21.4166666666667,0,11,3
0,095t,0.684475278583447,1.46809767043065,0.00635415125127878,0.226132473859275,33,0.396652146927281,2.49259745308431,91.1638420171841,13-Apr-2022 10:09:13,0.704770477047705,4,21.75,1,7,1
1,096o,0.69296861826603,1.12700438807985,0.00838308690021642,0.219846524842904,13,0.76660574020657,5.84259442825555,92.0598580118649,28-Mar-2022 18:18:43,0.761176117611761,4,25,0,4,4
0,096t,0.691026118365272,1.00340485750028,0.00677120613919267,0.13264818222923,87,0.369369284990675,2.34082682138105,92.023877837079,21-Apr-2022 12:36:58,0.768676867686769,4,20.1666666666667,1,2,4
1,097o,0.690880480298959,1.28999489679364,0.0103893793528654,0.27988680936931,41,0.580493612688121,3.80621759630552,91.8521332087742,29-Mar-2022 17:14:08,0.739373937393739,4,20.6666666666667,0,8,2
0,097t,0.694298716432252,0.983139460018518,0.00476801023875198,0.133274639628372,35,0.351313719915454,2.24550341517446,91.3720250066727,21-Apr-2022 15:06:37,0.779177917791779,4,36.5,1,10,2
1,098o,0.692987794289032,1.12090311643676,0.00527572236032508,0.150272769952658,43,0.369789833703962,2.34309465700761,91.3922659053498,30-Mar-2022 13:06:17,0.761876187618762,4,30.6666666666667,0,8,2
0,098t,0.686983129825783,1.3115950163369,0.00728044399926533,0.153779372747368,38,0.316858184874102,2.07423608291195,91.6912659647983,22-Apr-2022 10:36:59,0.727072707270727,4,23.3333333333333,1,1,3
1,099o,0.698316515484054,0.963104030119646,0.00310941545033356,0.0691449941860037,36,0.295489139907401,1.97464550023919,91.5263814304545,31-Mar-2022 09:16:39,0.791579157915792,4,28.3333333333333,0,11,3
0,099t,0.692599222838482,1.08979072732689,0.00988865363287508,0.305571029098943,22,0.579634213524292,3.79869314909835,91.6138134052682,22-Apr-2022 12:41:23,0.763976397639764,4,25.4166666666667,0,6,1
1,100o,0.701828972727433,1.15230172501974,0.00678982298295217,0.14665348600712,36,0.179389375653866,1.51143465470996,91.0391577670107,03-Apr-2022 07:18:28,0.781678167816782,4,24.1666666666667,0,1,3
0,100t,0.689577767472504,0.966472753994565,0.0105165215182072,0.215993407856253,55,0.228718922107376,1.69324157003572,91.3490934164384,22-Apr-2022 15:55:33,0.768576857685769,4,25,0,4,4
1,101o,0.698436169851103,1.04190618105859,0.0103396551774092,0.199208411678252,131,0.318719566591607,2.08314531639951,91.8623477386519,03-Apr-2022 14:34:08,0.783978397839784,4,23.1666666666667,0,1,3
0,101t,0.691262650953928,1.26283174973614,0.00715074832189891,0.223426906599798,58,0.244472220512953,1.75578858223531,90.9360907044706,05-Jun-2022 17:13:53,0.743074307430743,1,23.5833333333333,0,11,3
1,102o,0.690857408486775,1.07585071217194,0.0107515447172768,0.169204345760589,48,0.199559007652544,1.58328467320481,91.56908859079,06-Apr-2022 12:14:26,0.760876087608761,4,32.8333333333333,0,6,1
0,102t,0.685689243415396,1.20092733693297,0.0114024977920037,0.201043113334398,36,0.211232836593493,1.62642048847377,91.4701271574404,05-Jun-2022 20:29:24,0.734873487348735,1,28.5,1,11,3
1,103o,0.690592287325253,0.843906478916811,0.00923135277209244,0.188936433419552,42,0.368908145696093,2.3383426213932,91.9354739592013,08-Apr-2022 08:11:00,0.783578357835784,4,24.8333333333333,0,6,1
0,103t,0.691188628996261,1.29026288828444,0.00550927426358487,0.126681361308162,69,0.166469967784003,1.46713462849787,90.9123503146784,06-Jun-2022 09:04:29,0.74017401740174,1,26.9166666666667,1,7,1
1,104o,0.704382811032349,1.0185855273719,0.00534331915624205,0.125336529786801,26,0.293812618090168,1.96703740313806,91.4407386775338,09-Apr-2022 13:13:45,0.801780178017802,4,22,0,4,4
0,104t,0.690983093739156,1.17092868539162,0.00576311971530129,0.189772454144414,28,0.00177146319541665,1.00408727496399,90.0071038407593,06-Jun-2022 12:00:04,0.751675167516752,1,28,1,6,1
1,105o,0.693755028329901,1.17739101053622,0.00790083470878422,0.213089658595494,31,0.568835500891439,3.70540344448457,91.8359518056009,10-Apr-2022 15:31:05,0.758175817581758,4,27.75,0,7,1
0,105t,0.67270311372566,1.72426728236301,0.00811859599138624,0.153458912739391,50,-0.00793830079698052,0.981887427565875,89.9444450192608,06-Jun-2022 15:12:53,0.648364836483648,1,23.1666666666667,1,4,4
1,106o,0.696655222204912,0.981765285336164,0.00799081566091605,0.1399667058379,39,0.224514817221723,1.67692954811047,91.5584579294943,11-Apr-2022 09:16:43,0.785478547854785,4,24.25,0,12,3
0,106t,0.693928380931308,0.963652044535024,0.00528513632608995,0.110692008159885,42,0.0539266051429956,1.13220900611802,90.3387101812548,07-Jun-2022 10:41:46,0.78017801780178,1,21.8333333333333,0,8,2
1,107o,0.695204678054162,0.949350596411249,0.00504984027147907,0.0960457894621102,26,0.480079352006942,3.02050356053357,92.4182588925304,14-Apr-2022 12:15:55,0.784978497849785,4,27.8333333333333,0,6,1
0,107t,0.68898032659202,1.10829233574288,0.00502263894224136,0.121573267645369,57,0.414881539439419,2.59945042600608,91.757592667522,07-Jun-2022 13:42:20,0.752775277527753,1,23.25,0,3,4
1,108o,0.693702891770077,1.08693488013853,0.00575385395707222,0.169671791488625,47,0.572398237051969,3.73592575717236,91.6831855969087,15-Apr-2022 13:20:18,0.767176717671767,4,23.75,0,7,1
0,108t,0.691781612122981,1.12311317488806,0.00546574004000775,0.125571508326173,30,0.363737067942667,2.31066543561057,91.7082967500536,10-Jun-2022 08:43:01,0.758575857585759,1,21.6666666666667,1,9,2
1,109o,0.698572512169246,1.09165094180523,0.0102951759964477,0.202392771001997,59,0.23633121146814,1.72318224616136,91.4485069150754,18-Apr-2022 13:18:46,0.779277927792779,4,23.5833333333333,0,9,2
0,109t,0.690918501990072,1.2423861270033,0.00684900559429999,0.212572034382367,70,0.365086536616875,2.3178564552232,91.2671569978037,13-Jun-2022 11:08:03,0.744274427442744,1,28.5833333333333,1,11,3
1,110o,0.693478777709516,1.02504000278744,0.00388328197689798,0.0997764305596252,41,0.116933472359493,1.30898139060188,90.5871173351519,19-Apr-2022 14:08:11,0.772777277727773,4,22.8333333333333,0,6,1
0,110t,0.689608446591246,1.11132925610323,0.00692749667919467,0.133143145064791,34,0.132161428717857,1.3556932344385,90.88230090087,13-Jun-2022 13:38:06,0.754075407540754,1,34.25,1,3,4
1,111o,0.701442153134753,0.89056151005886,0.0097020971627521,0.168887568702797,21,0.475318828038313,2.98757507861922,92.6295386519707,20-Apr-2022 18:08:31,0.807080708070807,4,22.3333333333333,0,11,3
0,111t,0.685752873048282,1.30505388694185,0.00370296438603405,0.0865456540245088,28,0.0601758555409182,1.14861862869561,90.3381220827359,14-Jun-2022 09:17:36,0.724572457245725,1,35.0833333333333,1,4,4
1,112o,0.693944666011148,1.32188050905709,0.00697422127696039,0.186212226223582,42,0.330263726183567,2.1392607654838,91.3771423737844,07-Jun-2022 09:40:45,0.744074407440744,1,20,0,8,2
0,112t,0.694302757642563,1.17858482421399,0.0050120796517166,0.0939480638630938,44,0.329774537283481,2.13685246075995,91.960901605135,14-Jun-2022 12:12:55,0.759475947594759,1,29.6666666666667,1,10,2
1,113o,0.690163027328577,1.20993872317409,0.0121848485559928,0.248446088004771,57,0.28385422776435,1.92244634576518,91.6153771561497,07-Jun-2022 13:38:28,0.745574557455746,1,23,0,6,1
0,113t,0.692617056738467,1.11992085060491,0.0071476316834061,0.241086887551658,56,0.210581414972415,1.62398276171733,90.7651417208758,15-Jun-2022 09:34:43,0.760976097609761,1,24.75,1,9,2
1,114o,0.690933104628324,1.03810195392079,0.0154191133510495,0.276376013243429,79,0.16451159677063,1.46053374889812,91.1590625655098,09-Jun-2022 10:17:47,0.764876487648765,1,26,0,8,2
0,114t,0.693602580854319,1.08478130189225,0.0074724814563361,0.156607102867737,38,0.311694406452966,2.04971937568079,91.6845426727633,15-Jun-2022 17:05:26,0.767076707670767,1,25.0833333333333,1,5,1
1,115o,0.699924273136218,1.09914924225662,0.00708585245112676,0.126219321233552,41,0.310499400844066,2.04408711596248,91.9773184997102,09-Jun-2022 14:10:32,0.782078207820782,1,19,0,10,2
0,115t,0.683214058210234,1.28049551512694,0.0052491559951193,0.0971029755705737,47,0.331035160359269,2.14306409596418,91.9922786172134,16-Jun-2022 09:36:36,0.72047204720472,1,29.9166666666667,1,7,1
1,116o,0.701508695178856,0.989067624238434,0.00978372768752146,0.134635005560084,12,0.354090006993783,2.25990408401457,92.8059446550217,10-Jun-2022 13:42:29,0.797279727972797,1,22,0,4,4
0,116t,0.691072758272556,1.23831197103457,0.00549866381479303,0.136279632343743,40,0.354903375857128,2.26414051354544,91.5580865911186,17-Jun-2022 13:14:42,0.745074507450745,1,30.5,1,12,3
1,117o,0.701313997114823,0.936352230783422,0.00463040237529617,0.0985112583170227,57,0.328833446161801,2.13222703790834,91.7237239379717,13-Jun-2022 11:23:58,0.802080208020802,1,23,0,4,4
0,117t,0.687481500610258,1.21370865934039,0.0058936003056443,0.174610332039672,51,0.156185065820892,1.43279832726875,90.6676169130354,20-Jun-2022 09:36:26,0.738273827382738,1,24.25,1,4,4
1,118o,0.700421700581975,1.05336505120023,0.00950493275062655,0.141943407604673,82,0.305595695062082,2.02113673237215,92.3329773959004,13-Jun-2022 15:05:42,0.787978797879788,1,39,0,10,2
0,118t,0.68980053043614,1.2574357496287,0.00683940751635027,0.195774888681503,63,0.482594805638559,3.03804921978443,91.6105646320119,20-Jun-2022 16:21:25,0.73987398739874,1,31.4166666666667,0,1,3
1,119o,0.691185499724594,1.23032330564662,0.00573837532400625,0.11068633166093,53,0.167848875938404,1.47180026212939,91.0964985008135,14-Jun-2022 12:09:12,0.746174617461746,1,25,NaN,10,2
0,119t,0.684981824151455,1.11281034024767,0.00761783947304356,0.254843784175976,68,0.122963046649248,1.32728151688378,90.4727449006411,21-Jun-2022 09:33:12,0.741974197419742,1,26.3333333333333,1,2,4
1,120o,0.695533741598535,1.07870970599038,0.00811188498968594,0.150689472734881,57,0.48679767369993,3.06759254530261,92.4927021746613,15-Jun-2022 07:17:41,0.772777277727773,1,23,0,3,4
0,120t,0.68787515341612,1.35415557856776,0.0109382071160308,0.242255942704223,27,0.261355167526195,1.82538790059915,91.3943798251171,21-Jun-2022 13:36:24,0.725072507250725,1,23.8333333333333,0,8,2
1,121o,0.703305526982093,0.938218375573179,0.00729599416238602,0.120971200120836,25,0.304063438313903,2.01401842030897,92.0926462325368,15-Jun-2022 11:18:53,0.807080708070807,1,22,0,3,4
0,121t,0.686320242227071,1.21080275801668,0.00769748617613739,0.330994595224433,39,-0.0454859869551847,0.90056282004723,89.8608793684743,21-Jun-2022 17:16:26,0.735473547354735,1,29.9166666666667,1,7,1
1,122o,0.688755048666307,1.08985267846103,0.0132100568912243,0.290401915859209,127,0.0609990330433219,1.15079782669018,90.3644180143863,15-Jun-2022 15:15:43,0.754075407540754,1,28,0,7,1
0,122t,0.692032505085785,0.965939216951065,0.00780253216365564,0.106215344257226,54,0.173997128242165,1.49278453855819,91.608488209881,22-Jun-2022 11:22:46,0.775077507750775,1,34.4166666666667,0,1,3
1,123o,0.697711131266271,1.02956201262416,0.00543223826390333,0.12210273409619,31,0.181934808821869,1.52031930015663,91.0110527618975,16-Jun-2022 09:27:03,0.783378337833783,1,30,0,9,2
0,123t,0.689349189661743,1.20044663914466,0.00398410498668525,0.102573386889788,26,0.303997773583463,2.01371392650424,91.3460065926907,22-Jun-2022 13:55:46,0.744374437443744,1,23.6666666666667,1,10,2
1,124o,0.691905144194923,0.967002574969053,0.00808643308453696,0.13483580956685,35,0.453969266160874,2.84425981979515,92.6819317645528,16-Jun-2022 17:07:47,0.774577457745775,1,23,0,10,2
0,124t,0.691732933648936,1.23308091348852,0.00620765600658625,0.161748616814691,34,0.17353394588809,1.49119330748133,90.835675394732,23-Jun-2022 13:04:57,0.747274727472747,1,23.5833333333333,1,11,3
1,125o,0.700830143625044,1.03476862629748,0.00874450853480527,0.171143616776993,21,0.522580051997317,3.33104156585482,92.4439015143935,17-Jun-2022 13:41:06,0.790879087908791,1,22,0,5,1
0,125t,0.694240636759847,1.27669771839207,0.00648474992962292,0.219404898959426,15,0.294306405111749,1.96927517029059,90.9995961020115,24-Jun-2022 09:50:10,0.749374937493749,1,23.0833333333333,1,6,1
1,126o,0.698732390211515,1.04030633234039,0.00750839919734824,0.123987598116198,78,0.450071570939485,2.81884743391096,92.6959209713501,21-Jun-2022 11:15:14,0.784878487848785,1,22,0,6,1
0,126t,0.687362353408012,1.26514275924564,0.0075022894727479,0.184179653856141,59,0.280086392432225,1.90583980120564,91.3274506813941,27-Jun-2022 17:13:52,0.732773277327733,1,29.5833333333333,1,11,3
1,127o,0.701917470412237,0.946362000997519,0.00601912250585559,0.091097096857364,26,0.480198566777412,3.02133280907518,93.0400569229089,22-Jun-2022 14:21:44,0.802680268026803,1,22,1,6,1
0,127t,0.691158510403091,1.1511173400756,0.0129103771758529,0.373602151999378,35,-0.0166225446527317,0.96244840107976,89.924164719665,27-Jun-2022 20:07:58,0.754075407540754,1,31.9166666666667,1,7,1
1,128o,0.701967365515131,1.09177104003054,0.00639195919185094,0.146621878027475,33,0.333143301688197,2.15349219311587,91.6130297884498,25-Jun-2022 14:34:40,0.788078807880788,1,21,0,5,1
0,128t,0.689975960913551,1.13937881695909,0.0106430017089427,0.169942837058673,51,0.171824790930659,1.48533628654564,91.354256773809,28-Jun-2022 10:13:17,0.752175217521752,1,26.25,1,3,4
1,129o,0.692667491367477,1.12565680627549,0.00798129167363207,0.218178367088342,65,0.356747382284569,2.27377445104512,91.4173064039991,28-Jun-2022 13:18:52,0.760576057605761,1,25,1,3,4
0,129t,0.688147016893591,1.15300983556401,0.00602429600081294,0.167611110399966,53,0.201721208384493,1.5911869503188,90.8940558582678,29-Jun-2022 09:28:50,0.746074607460746,1,22.6666666666667,1,10,2
1,130o,0.693817530558056,0.969217853413214,0.00989210385355166,0.19622433227613,68,0.327089895527141,2.12368400232087,91.8421349144549,04-Jul-2022 14:07:16,0.779377937793779,1,32,0,2,4
0,130t,0.691780121072772,1.15225704339404,0.013089176667062,0.37510587568835,53,0.155522144265791,1.43061292456335,90.6875537490713,30-Jun-2022 12:10:43,0.755575557555756,1,23.1666666666667,1,4,4
1,131o,0.697507080582316,0.944559143881121,0.00880239453012282,0.193913135922064,92,0.3854537251488,2.4291465983304,91.8483116536326,04-Jul-2022 18:16:15,0.791379137913791,1,22,0,3,4
0,131t,0.693768820819281,1.21176971531016,0.0071469905728508,0.13915246026555,63,0.307124296076293,2.02826313001729,91.7942522455015,03-Jul-2022 15:48:30,0.754775477547755,1,23.3333333333333,1,2,4
1,132o,0.687001792424884,1.19904682598239,0.0104783945601258,0.250584854672936,34,0.294270464972702,1.9691122092171,91.4147555440882,05-Jul-2022 08:06:42,0.738473847384738,1,35,0,10,2
0,132t,0.687010507905308,1.33122402950208,0.00554388658839611,0.185374412935899,83,0.283436560821256,1.92059839156499,90.9830939801606,05-Jul-2022 16:44:07,0.725172517251725,1,25.6666666666667,1,10,2
1,133o,0.695994426591116,1.12517231342171,0.00757301816462921,0.161925283576063,59,0.421243538289271,2.63781016972856,92.007306700173,28-Nov-2022 10:52:21,0.769276927692769,3,22,0,6,1
0,133t,0.693832115969777,1.1675632089581,0.0150599596680882,0.333709953401786,54,0.0018260083952088,1.00421339118869,90.0108937788015,05-Jul-2022 19:27:48,0.759375937593759,1,33.4166666666667,0,2,4
1,134o,0.692400459151374,1.27904281026781,0.00620134261407045,0.156611855416396,139,0.308395073225678,2.03420666639534,91.3867062750391,29-Nov-2022 14:09:17,0.744374437443744,3,21,0,12,3
0,134t,0.678668942235086,1.51788577736636,0.00518179900191594,0.159082976382209,28,-0.0117429734043452,0.973323090883416,89.9494957401548,06-Jul-2022 10:47:21,0.684668466846685,1,31.75,1,10,2
1,135o,0.708020353356795,0.988491415185152,0.00566174965093865,0.0961592246059515,54,0.395764987393582,2.48751087102269,92.4373954231763,29-Nov-2022 18:07:52,0.814181418141814,3,20,0,8,2
0,135t,0.684662478596347,1.26752640759595,0.00497502129828884,0.121040618583555,30,0.266250127057388,1.84607834126782,91.287785151174,06-Jul-2022 13:09:46,0.725472547254725,1,32.75,0,9,2
